No,Benchmark,InputData,ID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy
3602,gaussian,624,24,Fan2,861450107.68,10.04,57388,1285643245.99,17.81,44576,17.81,47263.41,4.29,9.86,0.21,0.17,0.21,5.2,5.2,88564249820.53,17.81,10.87,94.16,3.64,61.0,1.47,0.06,93.79,1,0.06,6.21,14.47,15.93,23.73,23.69,23.69,2455.93,785898,2459.97,787191,16,24336,16,0,0,0,389376,9.51,32,128,32,64,5.1,7.96,32,50
3603,gaussian,624,25,Fan1,726470588.24,4.53,5908,1085906862.75,4.53,5440,0.66,63.64,0.06,39.07,0.22,0.0,0.23,5.76,5.76,33664705882.35,0.49,4.53,51.3,0.05,1.45,2.92,0.1,93.3,1,0.07,6.7,28.31,30.9,46.41,43.56,43.56,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.38,17.79,64,100
3604,gaussian,624,26,Fan2,867002156.72,9.97,57691,1293699826.26,16.98,44512,16.98,47176.86,4.27,9.73,0.21,0.17,0.21,5.21,5.21,88507548526.24,16.98,10.65,90.48,3.62,60.53,1.39,0.06,93.93,1,0.06,6.07,14.45,15.9,22.99,22.95,22.95,2455.93,785898,2459.97,787191,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.78,7.47,32,50
3605,gaussian,624,27,Fan1,738235294.12,4.44,5988,1100367647.06,4.44,5440,0.65,57.99,0.06,42.81,0.23,0.0,0.24,6.11,6.11,33558823529.41,0.48,4.44,51.3,0.05,1.38,3.08,0.1,92.83,1,0.07,7.17,29.32,32.0,45.88,42.96,42.96,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.89,17.01,64,100
3606,gaussian,624,28,Fan2,860642498.21,10.02,57318,1284353314.19,19.15,44576,19.15,48555.78,4.28,9.49,0.2,0.17,0.2,5.04,5.04,88300071787.51,19.15,10.6,91.38,3.62,62.0,1.37,0.06,94.02,1,0.06,5.98,14.48,15.94,23.01,22.97,22.97,2444.85,782352,2448.9,783649,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.98,7.79,32,50
3607,gaussian,624,29,Fan1,763235294.12,4.21,6194,1138082107.84,4.21,5440,0.63,57.16,0.06,43.36,0.23,0.0,0.25,6.19,6.19,32864705882.35,0.46,4.21,51.31,0.05,1.38,2.9,0.09,93.41,1,0.07,6.59,29.28,31.96,47.07,44.08,44.08,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.82,16.9,64,100
3608,gaussian,624,30,Fan2,865010799.14,9.9,57479,1291584173.27,15.02,44448,15.02,46504.44,4.25,8.17,0.21,0.17,0.21,5.25,5.25,87700503959.68,15.02,9.9,88.49,3.6,63.37,1.37,0.06,93.6,1,0.06,6.4,14.5,15.96,21.53,21.48,21.48,2436.78,779768,2441.6,781312,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.49,7.02,32,50
3609,gaussian,624,31,Fan1,713450292.4,4.52,5835,1066033138.4,4.52,5472,0.67,56.52,0.06,43.79,0.23,0.0,0.25,6.26,6.26,33011695906.43,0.49,4.52,51.31,0.05,1.38,3.04,0.1,93.09,1,0.07,6.91,29.25,31.93,46.89,43.91,43.91,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.97,17.14,64,100
3610,gaussian,624,32,Fan2,862688713.16,9.91,57391,1287495506.83,15.34,44512,15.34,47949.11,4.26,9.61,0.2,0.17,0.2,5.09,5.09,87506829618.98,15.34,10.65,94.71,3.61,61.76,1.4,0.06,93.84,1,0.06,6.16,14.47,15.93,22.83,22.78,22.78,2436.78,779768,2442.6,781633,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.92,7.68,32,50
3611,gaussian,624,33,Fan1,717647058.82,4.57,5846,1074234068.63,4.57,5440,0.66,59.69,0.06,41.4,0.22,0.0,0.24,5.93,5.93,33570588235.29,0.49,4.57,51.31,0.05,1.38,3.01,0.1,93.25,1,0.07,6.75,29.21,31.89,47.6,44.57,44.57,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.99,17.17,64,100
3612,gaussian,624,34,Fan2,859195402.3,9.72,57205,1282121797.17,14.21,44544,14.21,46801.43,4.27,9.81,0.21,0.17,0.21,5.22,5.22,85514367816.09,14.21,10.65,90.74,3.62,61.53,1.47,0.06,93.76,1,0.06,6.24,14.44,15.9,23.67,23.63,23.63,2436.78,779768,2440.89,781084,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.8,7.5,32,50
3613,gaussian,624,35,Fan1,717647058.82,4.54,5833,1071599264.71,4.54,5440,0.66,56.4,0.06,43.75,0.24,0.0,0.25,6.28,6.28,33370588235.29,0.49,4.54,51.31,0.05,1.39,3.34,0.1,93.13,1,0.07,6.87,29.18,31.85,52.0,48.69,48.69,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.84,16.94,64,100
3614,gaussian,624,36,Fan2,863472622.48,9.8,57306,1288229466.86,17.94,44416,17.94,48372.36,4.25,9.8,0.2,0.17,0.2,5.02,5.02,86655619596.54,17.94,10.83,94.49,3.6,59.15,1.54,0.07,93.53,1,0.06,6.47,14.48,15.94,23.84,23.8,23.8,2425.75,776239,2429.78,777530,16,24336,16,0,0,0,389376,9.51,32,128,32,64,5.11,7.98,32,50
3615,gaussian,624,37,Fan1,742603550.3,4.35,5986,1106447238.66,4.35,5408,0.65,63.4,0.06,38.86,0.21,0.0,0.22,5.58,5.58,33082840236.69,0.48,4.35,51.31,0.05,1.39,2.92,0.09,93.94,1,0.06,6.06,29.15,31.82,51.4,48.13,48.13,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.36,17.74,64,100
3616,gaussian,624,38,Fan2,863832853.03,9.88,57327,1288934918.35,13.37,44416,13.37,47020.38,4.23,8.0,0.21,0.17,0.21,5.15,5.15,87426512968.3,13.37,9.88,88.38,3.58,63.9,1.28,0.06,93.72,1,0.06,6.28,14.5,15.96,20.43,20.4,20.4,2417.72,773672,2421.78,774970,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.47,6.99,32,50
3617,gaussian,624,39,Fan1,723529411.76,4.41,5898,1083272058.82,4.41,5440,0.66,57.77,0.06,42.58,0.23,0.0,0.25,6.13,6.13,32664705882.35,0.48,4.41,51.32,0.05,1.39,3.25,0.1,93.18,1,0.07,6.82,29.11,31.78,50.86,47.63,47.63,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.04,17.25,64,100
3618,gaussian,624,40,Fan2,860373295.05,9.81,57308,1283687784.16,17.72,44576,17.72,45653.61,4.23,9.83,0.21,0.17,0.21,5.31,5.31,86390524048.82,17.72,10.46,89.82,3.58,60.48,1.43,0.07,93.52,1,0.06,6.48,14.47,15.93,22.15,22.11,22.11,2417.72,773672,2422.58,775227,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.53,7.08,32,50
3619,gaussian,624,41,Fan1,721323529.41,4.4,5870,1078584558.82,4.4,5440,0.66,60.84,0.06,40.37,0.22,0.0,0.23,5.82,5.82,32464705882.35,0.48,4.4,51.32,0.05,1.39,2.89,0.1,93.18,1,0.07,6.82,29.08,31.74,45.2,42.33,42.33,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.24,17.57,64,100
3620,gaussian,624,42,Fan2,864290856.73,9.8,57404,1289840562.75,12.94,44448,12.94,46716.55,4.23,9.64,0.21,0.17,0.21,5.19,5.19,86709863210.94,12.94,10.32,92.86,3.58,61.12,1.28,0.06,93.77,1,0.06,6.23,14.44,15.9,20.59,20.55,20.55,2417.72,773672,2422.55,775215,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.57,7.14,32,50
3621,gaussian,624,43,Fan1,698830409.36,4.52,5737,1048215155.95,4.52,5472,0.67,55.49,0.06,44.2,0.24,0.0,0.26,6.38,6.38,32380116959.06,0.5,4.52,51.32,0.05,1.39,3.03,0.1,93.3,1,0.07,6.7,29.04,31.71,48.28,45.21,45.21,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.98,17.16,64,100
3622,gaussian,624,44,Fan2,861260775.86,9.8,57334,1285620210.73,17.7,44544,17.7,48221.43,4.21,9.5,0.2,0.17,0.2,5.0,5.0,86400862068.97,17.7,10.59,91.63,3.56,61.61,1.48,0.07,93.52,1,0.06,6.48,14.48,15.94,22.87,22.82,22.82,2406.75,770160,2411.11,771555,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.91,7.67,32,50
3623,gaussian,624,45,Fan1,738970588.24,4.36,5994,1101348039.22,4.36,5440,0.64,55.36,0.06,44.23,0.24,0.0,0.26,6.4,6.4,32958823529.41,0.47,4.36,51.32,0.05,1.4,3.14,0.1,93.18,1,0.07,6.82,29.01,31.67,49.13,46.01,46.01,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.04,17.24,64,100
3624,gaussian,624,46,Fan2,864718614.72,9.8,57341,1291039111.35,14.38,44352,14.38,45539.82,4.2,8.18,0.21,0.17,0.21,5.28,5.28,86773448773.45,14.38,9.8,85.69,3.55,62.6,1.39,0.07,93.33,1,0.07,6.67,14.5,15.96,20.9,20.87,20.87,2398.78,767610,2402.84,768910,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.34,6.79,32,50
3625,gaussian,624,47,Fan1,733727810.65,4.37,5934,1096831854.04,4.37,5408,0.65,59.05,0.06,41.41,0.22,0.0,0.24,6.0,6.0,32834319526.63,0.48,4.37,51.33,0.05,1.4,3.13,0.1,93.1,1,0.07,6.9,28.98,31.63,48.45,45.37,45.37,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.83,16.93,64,100
3626,gaussian,624,48,Fan2,867361610.35,9.68,57705,1294268961.18,16.08,44512,16.08,47181.28,4.17,9.37,0.2,0.17,0.2,5.09,5.09,85942487419.12,16.08,10.27,97.86,3.53,60.63,1.4,0.06,93.84,1,0.06,6.16,14.47,15.93,22.77,22.73,22.73,2398.78,767610,2402.89,768925,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.86,7.59,32,50
3627,gaussian,624,49,Fan1,738235294.12,4.35,6002,1102910539.22,4.35,5440,0.64,65.28,0.06,37.4,0.2,0.0,0.22,5.42,5.42,32852941176.47,0.47,4.35,51.33,0.05,1.4,3.1,0.1,92.94,1,0.07,7.06,28.94,31.6,46.85,43.87,43.87,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.08,17.31,64,100
3628,gaussian,624,50,Fan2,861700215.67,9.73,57341,1286660526.0,16.38,44512,16.38,46813.14,4.2,9.5,0.2,0.17,0.21,5.13,5.13,85828900071.89,16.38,10.33,90.17,3.55,61.06,1.5,0.06,93.65,1,0.06,6.35,14.44,15.9,23.62,23.57,23.57,2398.78,767610,2403.79,769214,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.77,7.46,32,50
3629,gaussian,624,51,Fan1,736842105.26,4.27,6015,1098927875.24,4.27,5472,0.64,64.16,0.06,37.99,0.21,0.0,0.22,5.52,5.52,32192982456.14,0.47,4.27,51.33,0.05,1.4,2.83,0.1,93.31,1,0.07,6.69,28.91,31.56,45.18,42.31,42.31,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.05,17.26,64,100
3630,gaussian,624,52,Fan2,863407620.42,9.81,57426,1288656242.51,15.48,44512,15.48,47136.59,4.17,9.45,0.2,0.17,0.2,5.07,5.07,86762041696.62,15.48,10.17,92.07,3.53,61.61,1.44,0.06,93.68,1,0.06,6.32,14.48,15.94,22.76,22.72,22.72,2387.86,764115,2391.92,765413,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.99,7.79,32,50
3631,gaussian,624,53,Fan1,707352941.18,4.48,5779,1062071078.43,4.48,5440,0.66,58.83,0.06,41.37,0.23,0.0,0.24,6.02,6.02,32417647058.82,0.49,4.48,51.33,0.05,1.41,3.13,0.1,92.96,1,0.07,7.04,28.87,31.52,47.49,44.47,44.47,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.75,16.79,64,100
3632,gaussian,624,54,Fan2,862787356.32,9.64,57475,1288856710.97,13.18,44544,13.18,45724.54,4.15,8.06,0.21,0.17,0.21,5.21,5.21,85169540229.89,13.18,9.64,89.27,3.51,60.65,1.34,0.06,93.71,1,0.06,6.29,14.5,15.96,21.31,21.27,21.27,2379.94,761582,2384.0,762880,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.47,6.99,32,50
3633,gaussian,624,55,Fan1,707352941.18,4.5,5772,1060692401.96,4.5,5440,0.66,54.88,0.06,44.28,0.24,0.0,0.26,6.45,6.45,32617647058.82,0.49,4.5,51.33,0.05,1.41,3.51,0.1,93.15,1,0.07,6.85,28.84,31.49,54.74,51.26,51.26,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.92,17.06,64,100
3634,gaussian,624,56,Fan2,862391930.84,9.8,57226,1286758525.46,11.4,44416,11.4,46338.54,4.17,9.43,0.21,0.17,0.21,5.15,5.15,86517291066.28,11.4,10.11,91.85,3.53,62.43,1.4,0.07,93.49,1,0.07,6.51,14.47,15.93,21.5,21.45,21.45,2379.94,761582,2384.76,763124,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.78,7.47,32,50
3635,gaussian,624,57,Fan1,744047619.05,4.27,5976,1111297123.02,4.27,5376,0.64,55.76,0.06,43.51,0.24,0.0,0.25,6.35,6.35,32541666666.67,0.47,4.27,51.34,0.05,1.41,3.42,0.1,92.85,1,0.07,7.15,28.81,31.45,51.1,47.85,47.85,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.87,16.98,64,100
3636,gaussian,624,58,Fan2,863120950.32,9.72,57308,1287579493.64,15.06,44448,15.06,46990.14,4.17,9.4,0.2,0.17,0.2,5.08,5.08,85894888408.93,15.06,10.09,93.67,3.52,61.68,1.47,0.06,93.7,1,0.06,6.3,14.44,15.9,23.4,23.34,23.34,2379.94,761582,2385.85,763473,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.84,7.57,32,50
3637,gaussian,624,59,Fan1,758823529.41,4.21,6158,1131648284.31,4.21,5440,0.62,57.59,0.06,42.07,0.23,0.0,0.25,6.15,6.15,32711764705.88,0.46,4.21,51.34,0.05,1.41,2.88,0.1,93.27,1,0.07,6.73,28.77,31.41,45.71,42.81,42.81,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.93,17.08,64,100
3638,gaussian,624,60,Fan2,861671469.74,9.76,57211,1286469590.54,14.49,44416,14.49,46864.68,4.15,9.29,0.2,0.17,0.2,5.06,5.06,86113832853.03,14.49,10.12,90.57,3.51,61.79,1.34,0.07,93.55,1,0.06,6.45,14.47,15.94,20.78,20.74,20.74,2369.07,758104,2373.12,759400,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.7,7.35,32,50
3639,gaussian,624,61,Fan1,745588235.29,4.19,6065,1114644607.84,4.19,5440,0.63,58.73,0.06,41.19,0.23,0.0,0.24,6.03,6.03,31970588235.29,0.46,4.19,51.34,0.05,1.42,3.51,0.1,93.02,1,0.07,6.98,28.74,31.38,53.65,50.24,50.24,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.04,17.25,64,100
3640,gaussian,624,62,Fan2,862292718.1,9.47,57213,1287663722.66,12.05,44384,12.05,46567.26,4.14,7.94,0.2,0.17,0.2,5.08,5.08,83623648161.5,12.05,9.47,87.57,3.5,63.23,1.37,0.07,93.44,1,0.07,6.56,14.49,15.96,20.88,20.84,20.84,2361.21,755588,2366.33,757226,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.79,7.48,32,50
3641,gaussian,624,63,Fan1,729411764.71,4.3,5942,1091973039.22,4.3,5440,0.64,64.19,0.06,37.62,0.21,0.0,0.22,5.52,5.52,32100000000.0,0.47,4.3,51.34,0.05,1.42,3.02,0.1,93.3,1,0.07,6.7,28.7,31.34,48.13,45.07,45.07,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.49,17.95,64,100
3642,gaussian,624,64,Fan2,861581412.1,9.49,57200,1286038064.36,13.96,44416,13.96,45630.28,4.14,9.45,0.21,0.17,0.21,5.19,5.19,83756484149.86,13.96,9.96,90.32,3.5,61.04,1.29,0.06,94.18,1,0.06,5.82,14.46,15.93,22.27,22.23,22.23,2361.21,755588,2366.25,757199,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.7,7.34,32,50
3643,gaussian,624,65,Fan1,739644970.41,4.34,6018,1112518491.12,4.34,5408,0.63,58.52,0.06,41.2,0.23,0.0,0.24,6.05,6.05,32846153846.15,0.47,4.34,51.34,0.05,1.42,2.98,0.1,93.27,1,0.07,6.73,28.67,31.3,47.35,44.34,44.34,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.36,17.74,64,100
3644,gaussian,624,66,Fan2,860172537.74,9.48,57242,1284335310.33,11.3,44512,11.3,46913.61,4.14,9.41,0.2,0.17,0.2,5.04,5.04,83472322070.45,11.3,9.94,94.58,3.5,61.72,1.38,0.06,93.69,1,0.06,6.31,14.44,15.9,21.97,21.93,21.93,2361.21,755588,2365.81,757059,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.47,6.99,32,50
3645,gaussian,624,67,Fan1,717647058.82,4.4,5833,1071783088.24,4.4,5440,0.65,57.67,0.06,41.74,0.23,0.0,0.25,6.14,6.14,32311764705.88,0.48,4.4,51.35,0.05,1.42,3.19,0.1,92.74,1,0.07,7.26,28.64,31.26,46.93,43.95,43.95,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.9,17.03,64,100
3646,gaussian,624,68,Fan2,862131029.52,9.44,57287,1287035787.14,13.72,44448,13.72,46991.53,4.12,9.31,0.2,0.16,0.2,5.02,5.02,83318934485.24,13.72,10.09,91.79,3.48,61.64,1.35,0.06,93.93,1,0.06,6.07,14.47,15.94,22.24,22.18,22.18,2350.4,752127,2357.07,754261,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.57,7.15,32,50
3647,gaussian,624,69,Fan1,727941176.47,4.35,5918,1087316176.47,4.35,5440,0.64,57.15,0.06,42.06,0.23,0.0,0.25,6.2,6.2,32417647058.82,0.47,4.35,51.35,0.05,1.42,2.98,0.1,93.38,1,0.07,6.62,28.6,31.23,48.03,44.97,44.97,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.9,17.02,64,100
3648,gaussian,624,70,Fan2,856527977.04,9.5,57112,1279023194.64,9.59,44608,9.59,45981.35,4.11,7.95,0.2,0.16,0.2,5.1,5.1,83335724533.72,9.59,9.5,89.16,3.48,63.64,1.31,0.07,93.33,1,0.07,6.67,14.49,15.96,19.67,19.64,19.64,2342.59,749628,2346.67,750933,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.28,6.69,32,50
3649,gaussian,624,71,Fan1,763970588.24,4.06,6210,1141360294.12,4.06,5440,0.61,62.77,0.06,38.23,0.21,0.0,0.23,5.64,5.64,31723529411.76,0.45,4.06,51.35,0.05,1.43,2.91,0.1,93.21,1,0.07,6.79,28.57,31.19,45.81,42.9,42.9,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.37,17.76,64,100
3650,gaussian,624,72,Fan2,862752161.38,9.44,57283,1288195695.24,13.71,44416,13.71,47291.41,4.1,8.99,0.2,0.16,0.2,4.96,4.96,83433717579.25,13.71,9.99,91.4,3.47,62.16,1.44,0.07,93.52,1,0.06,6.48,14.46,15.93,22.34,22.3,22.3,2342.59,749628,2346.95,751023,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.71,7.35,32,50
3651,gaussian,624,73,Fan1,720930232.56,4.3,5930,1077065164.73,4.3,5504,0.64,57.5,0.06,41.67,0.23,0.0,0.25,6.16,6.16,31761627906.98,0.47,4.3,51.35,0.05,1.43,3.04,0.1,93.09,1,0.07,6.91,28.54,31.15,47.03,44.04,44.04,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.93,17.07,64,100
3652,gaussian,624,74,Fan2,864177489.18,9.42,57289,1289832852.33,11.49,44352,11.49,46217.06,4.1,9.18,0.2,0.16,0.2,5.08,5.08,83360750360.75,11.49,9.83,91.68,3.47,62.19,1.47,0.07,93.5,1,0.06,6.5,14.43,15.9,22.64,22.6,22.6,2342.59,749628,2346.65,750927,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.73,7.39,32,50
3653,gaussian,624,75,Fan1,726470588.24,4.33,5920,1087928921.57,4.33,5440,0.64,60.77,0.06,39.37,0.22,0.0,0.23,5.83,5.83,32217647058.82,0.47,4.33,51.36,0.05,1.43,3.04,0.1,93.34,1,0.07,6.66,28.5,31.12,48.75,45.65,45.65,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.14,17.41,64,100
3654,gaussian,624,76,Fan2,862031700.29,9.45,57262,1287422700.53,13.12,44416,13.12,44432.31,4.08,9.53,0.21,0.16,0.21,5.26,5.26,83384726224.78,13.12,9.82,91.49,3.45,62.16,1.43,0.06,93.62,1,0.06,6.38,14.47,15.94,22.42,22.38,22.38,2331.82,746184,2335.88,747480,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.61,7.21,32,50
3655,gaussian,624,77,Fan1,729411764.71,4.18,5921,1088051470.59,4.18,5440,0.63,54.1,0.06,44.15,0.25,0.0,0.26,6.54,6.54,31217647058.82,0.47,4.18,51.36,0.05,1.43,3.21,0.1,92.98,1,0.07,7.02,28.47,31.08,48.79,45.69,45.69,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.26,17.59,64,100
3656,gaussian,624,78,Fan2,864087301.59,9.39,57286,1290009469.7,11.05,44352,11.05,45348.45,4.07,7.98,0.2,0.16,0.21,5.13,5.13,83083694083.69,11.05,9.39,91.06,3.44,61.85,1.22,0.06,93.62,1,0.06,6.38,14.49,15.96,19.19,19.16,19.16,2324.07,743702,2328.13,745003,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.04,6.32,32,50
3657,gaussian,624,79,Fan1,708575581.4,4.4,5806,1054505813.95,4.4,5504,0.65,61.1,0.06,39.03,0.22,0.0,0.23,5.79,5.79,31889534883.72,0.48,4.4,51.36,0.05,1.44,3.02,0.1,93.34,1,0.07,6.66,28.43,31.04,48.5,45.42,45.42,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.55,18.04,64,100
3658,gaussian,624,80,Fan2,861311239.19,9.44,57169,1285486461.34,11.7,44416,11.7,47160.74,4.08,8.9,0.2,0.16,0.2,4.94,4.94,83220461095.1,11.7,9.72,91.22,3.44,61.76,1.39,0.07,93.45,1,0.07,6.55,14.46,15.93,21.2,21.15,21.15,2324.07,743702,2328.93,745258,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.6,7.19,32,50
3659,gaussian,624,81,Fan1,720760233.92,4.25,5926,1082450048.73,4.25,5472,0.63,56.74,0.06,41.97,0.23,0.0,0.25,6.24,6.24,31362573099.42,0.47,4.25,51.36,0.05,1.44,2.88,0.1,93.34,1,0.07,6.66,28.4,31.01,46.23,43.29,43.29,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.06,17.29,64,100
3660,gaussian,624,82,Fan2,863570914.33,9.39,57360,1289263108.95,14.97,44448,14.97,46342.05,4.06,9.32,0.2,0.16,0.2,5.02,5.02,83013678905.69,14.97,9.76,92.3,3.43,59.87,1.47,0.07,93.43,1,0.07,6.57,14.43,15.9,22.39,22.35,22.35,2324.07,743702,2328.12,744999,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.61,7.21,32,50
3661,gaussian,624,83,Fan1,722953216.37,4.25,5924,1082267300.19,4.25,5472,0.63,54.84,0.06,43.36,0.24,0.0,0.26,6.46,6.46,31444444444.44,0.47,4.25,51.36,0.05,1.44,3.11,0.1,93.21,1,0.07,6.79,28.37,30.97,48.89,45.78,45.78,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.99,17.18,64,100
3662,gaussian,624,84,Fan2,862292718.1,9.44,57195,1286739966.35,15.78,44384,15.78,46494.28,4.06,9.32,0.2,0.16,0.2,4.99,4.99,83335255948.09,15.78,10.06,90.94,3.43,61.07,1.31,0.06,93.68,1,0.06,6.32,14.47,15.94,20.84,20.79,20.79,2313.36,740275,2318.74,741996,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.26,6.66,32,50
3663,gaussian,624,85,Fan1,764705882.35,4.07,6221,1143382352.94,4.07,5440,0.6,60.8,0.06,39.04,0.22,0.0,0.23,5.82,5.82,31852941176.47,0.44,4.07,51.37,0.05,1.44,2.9,0.1,93.2,1,0.07,6.8,28.33,30.93,45.64,42.74,42.74,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.86,16.96,64,100
3664,gaussian,624,86,Fan2,860691144.71,9.43,57205,1285682145.43,10.72,44448,10.72,46455.11,4.04,7.7,0.2,0.16,0.2,4.98,4.98,83077033837.29,10.72,9.43,87.84,3.41,62.38,1.43,0.07,93.07,1,0.07,6.93,14.49,15.96,20.64,20.59,20.59,2305.66,737810,2311.63,739721,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.38,6.85,32,50
3665,gaussian,624,87,Fan1,710526315.79,4.32,5825,1064083820.66,4.32,5472,0.64,56.66,0.06,41.83,0.23,0.0,0.25,6.25,6.25,31444444444.44,0.47,4.32,51.37,0.05,1.45,2.89,0.1,93.16,1,0.07,6.84,28.3,30.9,45.06,42.2,42.2,3.32,1061,3.54,1133,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.18,17.46,64,100
3666,gaussian,624,88,Fan2,866883116.88,9.3,57461,1293834926.65,13.36,44352,13.36,47056.03,4.02,8.8,0.2,0.16,0.2,4.91,4.91,82526695526.7,13.36,9.74,91.47,3.4,62.14,1.47,0.07,93.37,1,0.07,6.63,14.46,15.93,22.26,22.22,22.22,2305.66,737810,2309.72,739110,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.59,7.18,32,50
